user_id,signup_date,city,age
772,2023-01-05,Islamabad,39.0
773,2024-12-18,Islamabad,37.0
774,2025-04-26,Islamabad,29.0
775,2025-08-09,Multan,44.0
776,2024-02-28,Karachi,69.0
777,2023-04-29,Karachi,39.0
778,2023-09-28,Karachi,34.0
779,2025-04-30,Lahore,21.0
780,2025-05-27,Islamabad,27.0
781,2024-09-29,Lahore,31.0
782,2023-05-03,Lahore,28.0
783,2023-05-02,Lahore,33.0
784,2024-04-23,Lahore,49.0
785,2024-08-11,Islamabad,44.0
786,2023-02-02,Islamabad,32.0
787,2024-11-17,Karachi,22.0
788,2024-06-28,Lahore,45.0
789,2023-01-13,Karachi,33.0
790,2023-04-06,Karachi,18.0
791,2024-03-30,Islamabad,39.0
792,2024-12-23,Karachi,42.0
793,2025-04-05,Karachi,18.0
794,2024-03-07,Karachi,26.0
795,2023-10-23,Quetta,32.0
796,2025-08-26,Islamabad,40.0
797,2024-04-03,Karachi,28.0
798,2023-11-12,Karachi,26.0
799,2024-03-18,Lahore,40.0
800,2023-01-13,Quetta,29.0
801,2023-10-29,Karachi,38.0
802,2024-05-30,Lahore,23.0
803,2025-07-07,Quetta,21.0
804,2025-01-08,Islamabad,40.0
805,2025-02-20,Lahore,35.0
806,2024-06-28,Lahore,41.0
807,2023-04-21,Lahore,28.0
808,2024-01-26,Karachi,26.0
809,2025-09-24,Lahore,45.0
810,2023-02-14,Quetta,19.0
811,2025-05-29,Quetta,44.0
812,2024-11-15,Karachi,45.0
813,2023-10-11,Islamabad,41.0
814,2025-02-16,Lahore,27.0
815,2025-04-16,Lahore,26.0
816,2023-02-13,Islamabad,31.0
817,2023-04-17,Lahore,21.0
818,2024-10-27,Lahore,24.0
819,2025-09-26,Karachi,39.0
820,2023-01-24,Lahore,39.0
821,2024-10-27,Karachi,24.0
822,2023-05-17,Islamabad,39.0
823,2024-10-12,Multan,37.0
824,2024-09-15,Islamabad,47.0
825,2023-04-01,Multan,38.0
826,2024-11-11,Karachi,43.0
827,2025-06-16,Multan,37.0
828,2025-05-13,Karachi,42.0
829,2023-01-29,Lahore,21.0
830,2023-09-03,Quetta,32.0
831,2023-08-29,Lahore,33.0
832,2024-03-29,Lahore,31.0
833,2023-05-24,Lahore,37.0
834,2025-05-04,Karachi,39.0
835,2025-02-15,Karachi,37.0
836,2025-03-19,Karachi,31.0
837,2023-07-18,Multan,26.0
838,2023-01-15,Lahore,43.0
839,2025-06-29,Karachi,36.0
840,2023-10-16,Karachi,24.0
841,2024-10-18,Multan,31.0
842,2025-06-28,Lahore,18.0
843,2023-02-06,Lahore,33.0
844,2023-01-06,Karachi,31.0
845,2023-01-06,Islamabad,28.0
846,2023-06-06,Islamabad,47.0
847,2023-02-21,Karachi,23.0
848,2025-03-30,Islamabad,39.0
849,2024-08-28,Karachi,53.0
850,2025-09-07,Lahore,43.0
851,2025-03-12,Lahore,33.0
852,2025-08-21,Lahore,23.0
853,2023-08-27,Karachi,21.0
854,2023-10-15,Karachi,29.0
855,2025-04-29,Karachi,27.0
856,2023-09-02,Karachi,27.0
857,2023-02-27,Karachi,30.0
858,2024-10-31,Islamabad,32.0
859,2025-03-11,Islamabad,37.0
860,2025-08-26,Karachi,22.0
861,2025-07-16,Karachi,27.0
862,2023-05-01,Karachi,32.0
863,2025-02-11,Karachi,31.0
864,2025-04-26,Karachi,50.0
865,2024-11-29,Karachi,35.0
866,2025-03-30,Islamabad,18.0
867,2025-04-17,Islamabad,37.0
868,2024-03-22,Lahore,38.0
869,2023-02-10,Karachi,32.0
870,2024-04-01,Multan,22.0
871,2023-07-21,Lahore,49.0
872,2023-04-24,Multan,23.0
873,2023-05-05,Lahore,39.0
874,2024-11-28,Karachi,35.0
875,2024-05-19,Karachi,38.0
876,2024-06-23,Lahore,48.0
877,2025-01-15,Multan,38.0
878,2024-07-02,Karachi,28.0
879,2024-09-22,Quetta,43.0
880,2023-03-28,Lahore,27.0
881,2025-05-01,Multan,34.0
882,2024-03-24,Quetta,21.0
883,2023-06-05,Karachi,24.0
884,2025-03-24,Lahore,33.0
885,2025-01-04,Islamabad,36.0
886,2023-02-23,Karachi,18.0
887,2023-07-13,Quetta,37.0
888,2023-01-16,Karachi,26.0
889,2023-09-28,Lahore,45.0
890,2023-04-10,Lahore,30.0
891,2024-12-10,Islamabad,23.0
892,2024-06-06,Quetta,34.0
893,2025-09-07,Lahore,25.0
894,2025-01-19,Islamabad,44.0
895,2024-09-03,Quetta,33.0
896,2024-05-24,Lahore,32.0
897,2023-02-24,Lahore,38.0
898,2023-03-12,Islamabad,24.0
899,2024-09-08,Islamabad,21.0
900,2023-01-05,Lahore,37.0
901,2023-02-12,Multan,23.0
902,2023-08-08,Karachi,23.0
903,2025-06-03,Multan,41.0
904,2024-04-03,Multan,38.0
905,2024-12-10,Multan,22.0
906,2024-02-16,Karachi,27.0
907,2023-06-23,Lahore,25.0
908,2024-01-07,Karachi,49.0
909,2023-04-02,Lahore,41.0
910,2025-02-09,Islamabad,29.0
911,2023-07-03,Lahore,38.0
912,2024-01-12,Karachi,21.0
913,2025-09-07,Lahore,27.0
914,2024-08-14,Lahore,34.0
915,2024-04-03,Lahore,37.0
916,2024-06-27,Islamabad,32.0
917,2025-02-23,Islamabad,35.0
918,2023-09-12,Lahore,34.0
919,2024-09-28,Multan,32.0
920,2025-05-22,Multan,30.0
921,2024-07-26,Karachi,29.0
922,2024-03-22,Islamabad,35.0
923,2023-05-26,Karachi,37.0
924,2023-09-06,Lahore,35.0
925,2025-08-04,Karachi,22.0
926,2024-06-25,Lahore,24.0
927,2023-10-29,Multan,37.0
928,2024-02-23,Quetta,46.0
929,2024-08-01,Multan,34.0
930,2024-06-21,Karachi,29.0
931,2024-11-30,Karachi,35.0
932,2023-09-15,Quetta,23.0
933,2024-10-11,Lahore,45.0
934,2024-03-18,Lahore,35.0
935,2025-07-29,Karachi,27.0
936,2023-06-07,Karachi,31.0
937,2023-05-29,Karachi,28.0
938,2024-04-06,Lahore,45.0
939,2024-05-23,Karachi,31.0
940,2024-11-21,Lahore,34.0
941,2024-02-09,Lahore,38.0
942,2025-07-02,Lahore,26.0
943,2024-04-19,Karachi,35.0
944,2023-05-10,Multan,35.0
945,2023-04-30,Karachi,19.0
946,2025-08-31,Islamabad,35.0
947,2023-05-15,Islamabad,33.0
948,2025-08-05,Karachi,34.0
949,2023-10-06,Multan,33.0
950,2023-04-04,Islamabad,35.0
951,2023-11-01,Karachi,45.0
952,2024-09-06,Lahore,22.0
953,2024-03-03,Lahore,30.0
954,2025-02-24,Quetta,39.0
955,2024-09-02,Islamabad,37.0
956,2024-02-05,Quetta,37.0
957,2024-09-26,Multan,58.0
958,2025-08-29,Lahore,39.0
959,2024-02-16,Islamabad,43.0
960,2023-06-03,Karachi,30.0
961,2024-02-13,Islamabad,24.0
962,2025-04-20,Lahore,30.0
963,2023-08-06,Lahore,39.0
964,2025-08-07,Islamabad,37.0
965,2024-08-11,Islamabad,37.0
966,2024-08-24,Islamabad,31.0
967,2023-11-14,Karachi,30.0
968,2025-07-09,Karachi,31.0
969,2023-02-06,Quetta,40.0
970,2023-10-26,Karachi,41.0
971,2024-02-23,Karachi,24.0
972,2024-04-22,Karachi,40.0
973,2024-04-19,Karachi,27.0
974,2023-05-28,Karachi,37.0
975,2023-08-14,Karachi,31.0
976,2023-04-06,Multan,47.0
977,2024-07-26,Multan,29.0
978,2023-12-17,Quetta,35.0
979,2024-07-19,Karachi,38.0
980,2024-08-12,Karachi,25.0
981,2024-12-03,Islamabad,32.0
982,2024-07-01,Multan,31.0
983,2024-10-09,Karachi,28.0
984,2024-08-10,Islamabad,29.0
985,2024-10-14,Islamabad,43.0
986,2024-09-08,Islamabad,28.0
987,2023-11-13,Islamabad,38.0
988,2023-09-04,Lahore,36.0
989,2025-02-26,Karachi,20.0
990,2023-12-09,Karachi,38.0
991,2024-07-03,Lahore,20.0
992,2023-07-16,Multan,39.0
993,2024-03-07,Islamabad,28.0
994,2024-06-13,Lahore,33.0
995,2024-09-18,Multan,21.0
996,2024-06-10,Islamabad,34.0
997,2023-12-27,Islamabad,41.0
998,2025-08-19,Karachi,26.0
999,2024-05-27,Multan,28.0
1000,2025-03-19,Karachi,37.0
1001,2025-01-06,Karachi,37.0
1002,2024-07-12,Lahore,18.0
1003,2025-06-05,Islamabad,51.0
1004,2023-05-09,Islamabad,38.0
1005,2025-07-10,Karachi,39.0
1006,2025-04-30,Karachi,32.0
1007,2024-05-18,Multan,18.0
1008,2025-01-03,Islamabad,39.0
1009,2024-06-04,Lahore,28.0
1010,2023-09-26,Quetta,38.0
1011,2025-03-10,Islamabad,31.0
1012,2023-09-03,Quetta,35.0
1013,2023-11-11,Quetta,26.0
1014,2024-06-03,Multan,41.0
1015,2025-04-17,Islamabad,22.0
1016,2024-01-19,Islamabad,53.0
1017,2024-05-09,Lahore,53.0
1018,2023-02-11,Karachi,48.0
1019,2023-04-26,Islamabad,44.0
1020,2023-02-25,Karachi,32.0
1021,2023-03-14,Multan,43.0
1022,2025-05-18,Lahore,32.0
1023,2025-04-21,Karachi,19.0
1024,2025-04-01,Karachi,47.0
1025,2023-02-25,Karachi,43.0
1026,2023-03-19,Lahore,33.0
1027,2023-10-08,Lahore,22.0
1028,2024-07-19,Multan,28.0
1029,2023-12-01,Karachi,18.0
1030,2024-05-02,Lahore,42.0
1031,2023-06-22,Lahore,19.0
1032,2024-12-31,Karachi,36.0
1033,2023-11-10,Lahore,25.0
1034,2023-03-08,Islamabad,20.0
1035,2025-01-12,Islamabad,35.0
1036,2025-06-21,Lahore,30.0
1037,2023-01-15,Karachi,41.0
1038,2024-03-12,Lahore,22.0
1039,2025-04-07,Karachi,26.0
1040,2024-12-07,Multan,18.0
1041,2025-05-06,Karachi,18.0
1042,2024-02-20,Multan,49.0
1043,2024-01-08,Lahore,52.0
1044,2024-12-10,Karachi,34.0
1045,2023-06-03,Karachi,26.0
1046,2023-08-28,Karachi,30.0
1047,2024-08-23,Quetta,41.0
1048,2024-10-30,Lahore,28.0
1049,2023-04-30,Multan,35.0
1050,2024-05-23,Multan,33.0
1051,2023-12-31,Karachi,28.0
1052,2024-05-16,Karachi,28.0
1053,2025-08-16,Karachi,36.0
1054,2023-03-18,Lahore,24.0
1055,2025-09-22,Islamabad,37.0
1056,2024-03-25,Karachi,29.0
1057,2025-02-11,Quetta,34.0
1058,2024-02-29,Islamabad,45.0
1059,2023-11-07,Karachi,31.0
1060,2025-02-09,Islamabad,41.0
1061,2024-11-18,Karachi,18.0
1062,2023-05-25,Multan,29.0
1063,2024-12-06,Lahore,33.0
1064,2025-01-23,Quetta,50.0
1065,2024-01-23,Multan,18.0
1066,2025-07-14,Multan,32.0
1067,2024-10-02,Karachi,46.0
1068,2023-11-30,Multan,26.0
1069,2023-01-11,Karachi,31.0
1070,2024-11-05,Islamabad,36.0
1071,2023-07-29,Lahore,35.0
1072,2025-01-26,Karachi,47.0
1073,2024-06-09,Karachi,37.0
1074,2024-04-11,Karachi,45.0
1075,2023-06-13,Karachi,30.0
1076,2024-12-12,Multan,26.0
1077,2023-06-15,Lahore,31.0
1078,2024-02-22,Islamabad,23.0
1079,2025-04-16,Lahore,37.0
1080,2025-07-09,Islamabad,30.0
1081,2025-09-16,Islamabad,27.0
1082,2025-08-16,Karachi,37.0
1083,2024-07-09,Islamabad,23.0
1084,2023-07-20,Multan,40.0
1085,2025-04-19,Multan,29.0
1086,2025-03-12,Karachi,43.0
1087,2025-09-17,Karachi,29.0
1088,2024-10-12,Islamabad,39.0
1089,2023-05-22,Lahore,35.0
1090,2024-05-17,Multan,40.0
1091,2024-03-24,Karachi,34.0
1092,2025-04-22,Multan,18.0
1093,2024-01-28,Lahore,42.0
1094,2023-11-25,Lahore,32.0
1095,2023-03-22,Quetta,40.0
1096,2025-04-15,Multan,39.0
1097,2025-01-25,Multan,26.0
1098,2023-02-11,Quetta,25.0
1099,2024-03-09,Karachi,39.0
1100,2024-04-24,Lahore,30.0
1101,2024-04-14,Lahore,41.0
1102,2025-07-07,Karachi,31.0
1103,2023-05-31,Lahore,42.0
1104,2023-11-03,Quetta,37.0
1105,2023-06-30,Lahore,36.0
1106,2023-09-02,Lahore,30.0
1107,2025-06-26,Lahore,35.0
1108,2025-07-29,Lahore,44.0
1109,2023-02-14,Lahore,33.0
1110,2024-09-24,Islamabad,38.0
1111,2023-08-21,Karachi,33.0
1112,2023-07-12,Islamabad,34.0
1113,2023-10-20,Multan,49.0
1114,2023-07-14,Islamabad,44.0
1115,2024-05-05,Islamabad,34.0
1116,2025-09-22,Karachi,35.0
1117,2024-08-09,Lahore,27.0
1118,2024-12-24,Karachi,31.0
1119,2024-05-08,Quetta,36.0
1120,2023-01-14,Islamabad,41.0
1121,2023-03-26,Lahore,40.0
1122,2023-09-26,Karachi,23.0
1123,2023-09-01,Multan,42.0
1124,2025-04-20,Islamabad,32.0
1125,2025-04-23,Karachi,24.0
1126,2025-05-04,Multan,45.0
1127,2024-09-29,Islamabad,46.0
1128,2024-07-10,Islamabad,35.0
1129,2024-10-11,Lahore,39.0
1130,2024-02-11,Lahore,40.0
1131,2024-11-01,Quetta,46.0
1132,2025-03-05,Karachi,40.0
1133,2025-02-01,Karachi,21.0
1134,2024-09-05,Karachi,51.0
1135,2023-02-28,Lahore,43.0
1136,2024-12-25,Multan,28.0
1137,2024-01-02,Lahore,24.0
1138,2025-01-13,Multan,38.0
1139,2024-06-23,Karachi,30.0
1140,2025-05-31,Lahore,36.0
1141,2023-12-05,Lahore,40.0
1142,2025-07-20,Multan,28.0
1143,2025-04-24,Lahore,23.0
1144,2023-11-28,Lahore,36.0
1145,2024-04-27,Islamabad,28.0
1146,2024-06-15,Karachi,34.0
1147,2025-02-07,Karachi,21.0
1148,2024-11-20,Lahore,31.0
1149,2025-05-02,Multan,39.0
1150,2024-01-05,Lahore,38.0
1151,2024-05-19,Lahore,26.0
1152,2024-03-06,Karachi,22.0
1153,2025-06-28,Lahore,33.0
1154,2023-11-01,Karachi,38.0
1155,2024-08-10,Lahore,37.0
1156,2023-05-01,Lahore,28.0
1157,2025-04-30,Karachi,36.0
1158,2024-01-20,Multan,47.0
1159,2023-12-07,Lahore,35.0
1160,2024-08-05,Lahore,18.0
1161,2024-05-13,Multan,35.0
1162,2025-04-27,Multan,51.0
1163,2024-06-15,Islamabad,21.0
1164,2024-05-31,Lahore,33.0
1165,2023-04-15,Karachi,31.0
1166,2023-01-22,Lahore,34.0
1167,2024-02-03,Lahore,35.0
1168,2025-09-25,Karachi,43.0
1169,2025-07-06,Karachi,34.0
1170,2024-09-20,Karachi,44.0
1171,2024-09-22,Islamabad,32.0
1172,2024-01-27,Lahore,30.0
1173,2023-06-27,Karachi,27.0
1174,2023-01-09,Islamabad,18.0
1175,2023-12-05,Multan,35.0
1176,2023-11-13,Karachi,51.0
1177,2023-07-11,Karachi,37.0
1178,2023-09-17,Lahore,39.0
1179,2023-01-25,Lahore,29.0
1180,2024-08-30,Islamabad,31.0
1181,2025-07-16,Lahore,42.0
1182,2024-11-21,Karachi,51.0
1183,2024-03-24,Karachi,46.0
1184,2024-02-25,Lahore,40.0
1185,2023-11-04,Lahore,33.0
1186,2023-05-23,Karachi,35.0
1187,2024-08-21,Quetta,26.0
1188,2024-07-20,Islamabad,20.0
1189,2023-01-08,Karachi,23.0
1190,2024-02-20,Lahore,33.0
1191,2023-10-06,Islamabad,30.0
1192,2023-06-20,Lahore,20.0
1193,2024-12-04,Karachi,33.0
1194,2024-06-09,Islamabad,30.0
1195,2024-09-25,Karachi,22.0
1196,2024-12-14,Lahore,30.0
1197,2025-09-08,Lahore,30.0
1198,2025-03-13,Lahore,27.0
1199,2024-09-12,Karachi,41.0
1200,2025-05-29,Multan,18.0
1201,2024-04-22,Lahore,18.0
1202,2025-09-11,Karachi,33.0
1203,2025-01-31,Islamabad,34.0
1204,2024-10-12,Lahore,37.0
1205,2025-06-22,Lahore,28.0
1206,2024-05-30,Karachi,25.0
1207,2024-12-21,Islamabad,33.0
1208,2023-10-12,Karachi,29.0
1209,2025-08-21,Islamabad,47.0
1210,2024-09-15,Multan,30.0
1211,2025-02-21,Islamabad,33.0
1212,2024-04-05,Quetta,55.0
1213,2025-05-16,Islamabad,31.0
1214,2023-03-16,Multan,38.0
1215,2023-04-25,Multan,39.0
1216,2024-05-22,Islamabad,40.0
1217,2025-01-02,Multan,36.0
1218,2025-03-20,Quetta,35.0
1219,2024-03-16,Karachi,34.0
1220,2024-10-11,Islamabad,28.0
1221,2024-07-07,Karachi,36.0
1222,2025-08-19,Multan,51.0
1223,2024-10-16,Karachi,44.0
1224,2024-02-21,Multan,36.0
1225,2025-08-27,Islamabad,41.0
1226,2023-04-18,Quetta,25.0
1227,2025-09-11,Lahore,31.0
1228,2023-06-04,Islamabad,42.0
1229,2023-10-16,Islamabad,46.0
1230,2025-04-01,Quetta,26.0
1231,2025-01-03,Multan,29.0
1232,2025-08-28,Karachi,53.0
1233,2025-01-19,Karachi,34.0
1234,2024-09-29,Lahore,49.0
1235,2023-12-13,Quetta,35.0
1236,2023-01-05,Lahore,35.0
1237,2023-05-04,Islamabad,30.0
1238,2023-10-25,Islamabad,41.0
1239,2023-02-10,Karachi,45.0
1240,2024-05-23,Lahore,24.0
1241,2025-02-16,Lahore,30.0
1242,2025-08-21,Multan,41.0
1243,2024-05-04,Karachi,32.0
1244,2025-05-25,Lahore,29.0
1245,2025-09-12,Islamabad,42.0
1246,2025-05-09,Lahore,43.0
1247,2024-04-09,Multan,29.0
1248,2023-11-22,Karachi,35.0
1249,2025-09-04,Lahore,22.0
1250,2023-08-30,Lahore,25.0
1251,2024-02-16,Karachi,34.0
1252,2023-03-16,Karachi,33.0
1253,2025-03-04,Islamabad,24.0
1254,2024-10-11,Karachi,27.0
1255,2023-03-26,Karachi,23.0
1256,2023-08-10,Lahore,37.0
1257,2024-07-09,Lahore,18.0
1258,2024-06-24,Quetta,24.0
1259,2025-03-13,Lahore,18.0
1260,2023-09-24,Quetta,37.0
1261,2025-07-13,Karachi,18.0
1262,2024-03-20,Lahore,33.0
1263,2025-04-02,Lahore,48.0
1264,2023-08-27,Lahore,48.0
1265,2023-02-06,Islamabad,18.0
1266,2023-02-25,Karachi,36.0
1267,2024-01-08,Karachi,24.0
1268,2025-08-11,Islamabad,22.0
1269,2023-02-18,Islamabad,32.0
1270,2024-01-04,Quetta,44.0
1271,2023-04-20,Quetta,38.0
1272,2025-07-20,Islamabad,27.0
1273,2024-11-06,Multan,39.0
1274,2025-02-01,Islamabad,18.0
1275,2024-12-14,Karachi,26.0
1276,2024-10-19,Islamabad,26.0
1277,2025-02-12,Lahore,34.0
1278,2023-01-09,Islamabad,31.0
1279,2025-05-15,Quetta,32.0
1280,2025-01-09,Lahore,31.0
1281,2025-01-09,Multan,33.0
1282,2024-01-29,Quetta,38.0
1283,2025-03-11,Lahore,34.0
1284,2024-01-17,Karachi,30.0
1285,2023-02-18,Quetta,37.0
1286,2025-06-26,Quetta,40.0
1287,2023-08-23,Lahore,28.0
1288,2023-04-12,Karachi,32.0
1289,2024-09-13,Islamabad,43.0
1290,2023-08-22,Lahore,23.0
1291,2025-05-08,Karachi,49.0
1292,2024-03-19,Lahore,21.0
1293,2023-01-05,Lahore,30.0
1294,2025-08-09,Karachi,24.0
1295,2024-05-29,Islamabad,53.0
1296,2023-09-20,Islamabad,28.0
1297,2024-11-08,Islamabad,28.0
1298,2024-06-14,Karachi,30.0
1299,2023-01-30,Lahore,34.0
1300,2025-01-29,Lahore,30.0
1301,2024-02-06,Lahore,32.0
1302,2024-11-30,Karachi,18.0
1303,2025-06-14,Lahore,34.0
1304,2024-09-02,Lahore,33.0
1305,2024-11-02,Lahore,42.0
1306,2023-09-12,Islamabad,45.0
1307,2023-08-26,Islamabad,31.0
1308,2024-02-20,Quetta,40.0
1309,2025-05-02,Islamabad,23.0
1310,2024-06-08,Karachi,40.0
1311,2023-12-15,Lahore,28.0
1312,2025-02-18,Karachi,22.0
1313,2025-05-03,Lahore,31.0
1314,2025-06-21,Karachi,46.0
1315,2023-10-26,Karachi,35.0
1316,2024-12-10,Karachi,46.0
1317,2024-08-13,Lahore,26.0
1318,2024-03-24,Islamabad,42.0
1319,2024-02-01,Multan,27.0
1320,2023-04-25,Islamabad,35.0
1321,2023-10-02,Islamabad,35.0
1322,2024-07-03,Karachi,39.0
1323,2025-06-05,Lahore,35.0
1324,2025-05-16,Islamabad,26.0
1325,2023-07-07,Karachi,41.0
1326,2024-11-10,Lahore,49.0
1327,2023-03-26,Karachi,28.0
1328,2024-11-06,Quetta,18.0
1329,2023-12-08,Islamabad,37.0
1330,2024-03-25,Karachi,30.0
1331,2024-12-18,Islamabad,32.0
1332,2024-02-29,Karachi,38.0
1333,2025-03-18,Karachi,29.0
1334,2024-06-17,Lahore,31.0
1335,2025-09-25,Karachi,32.0
1336,2024-09-30,Islamabad,46.0
1337,2023-10-24,Lahore,33.0
1338,2025-02-14,Islamabad,22.0
1339,2024-02-12,Lahore,22.0
1340,2024-06-18,Islamabad,34.0
1341,2023-05-17,Islamabad,23.0
1342,2023-04-30,Islamabad,19.0
1343,2024-07-28,Islamabad,39.0
1344,2023-07-06,Quetta,39.0
1345,2025-09-24,Karachi,30.0
1346,2025-05-05,Islamabad,36.0
1347,2024-12-01,Islamabad,35.0
1348,2025-01-04,Lahore,38.0
1349,2024-08-18,Lahore,38.0
1350,2023-03-02,Karachi,18.0
1351,2024-01-28,Lahore,31.0
1352,2024-05-10,Karachi,38.0
1353,2025-07-04,Karachi,29.0
1354,2023-08-08,Islamabad,33.0
1355,2024-05-11,Lahore,40.0
1356,2023-12-11,Multan,34.0
1357,2023-05-15,Karachi,47.0
1358,2023-04-14,Islamabad,43.0
1359,2024-01-01,Lahore,32.0
1360,2023-03-24,Karachi,31.0
1361,2023-03-09,Lahore,18.0
1362,2023-12-17,Islamabad,30.0
1363,2023-07-21,Karachi,21.0
1364,2024-07-08,Quetta,35.0
1365,2023-01-18,Karachi,34.0
1366,2023-10-29,Karachi,39.0
1367,2024-03-29,Lahore,46.0
1368,2025-08-21,Islamabad,33.0
1369,2024-09-26,Karachi,54.0
1370,2025-05-30,Karachi,35.0
1371,2023-12-10,Lahore,21.0
1372,2024-03-25,Lahore,28.0
1373,2024-02-25,Lahore,30.0
1374,2025-06-06,Quetta,38.0
1375,2025-08-17,Karachi,24.0
1376,2025-08-20,Lahore,30.0
1377,2025-01-21,Quetta,32.0
1378,2024-05-18,Lahore,29.0
1379,2024-06-24,Karachi,40.0
1380,2025-09-07,Islamabad,39.0
1381,2023-10-12,Multan,43.0
1382,2023-12-13,Islamabad,30.0
1383,2025-06-15,Karachi,44.0
1384,2024-01-22,Quetta,21.0
1385,2023-08-24,Lahore,21.0
1386,2024-07-14,Quetta,22.0
1387,2023-11-22,Multan,33.0
1388,2025-06-09,Quetta,44.0
1389,2025-06-28,Lahore,28.0
1390,2023-11-03,Lahore,29.0
1391,2024-06-13,Islamabad,31.0
1392,2025-09-10,Karachi,38.0
1393,2025-01-12,Karachi,29.0
1394,2023-08-04,Quetta,28.0
1395,2024-08-13,Islamabad,21.0
1396,2024-09-11,Karachi,28.0
1397,2024-10-15,Karachi,44.0
1398,2023-01-26,Lahore,34.0
1399,2023-10-27,Lahore,26.0
1400,2025-05-04,Lahore,44.0
1401,2023-08-30,Multan,28.0
1402,2023-10-27,Islamabad,46.0
1403,2023-11-19,Karachi,46.0
1404,2023-06-27,Karachi,34.0
1405,2023-06-05,Islamabad,20.0
1406,2023-12-14,Multan,54.0
1407,2025-05-24,Multan,36.0
1408,2023-01-02,Karachi,30.0
1409,2023-10-11,Multan,42.0
1410,2023-03-02,Karachi,39.0
1411,2024-07-15,Karachi,45.0
1412,2023-09-08,Multan,27.0
1413,2025-03-02,Karachi,36.0
1414,2024-08-08,Karachi,22.0
1415,2025-02-22,Karachi,39.0
1416,2024-09-26,Karachi,33.0
1417,2024-03-14,Karachi,36.0
1418,2025-05-10,Islamabad,32.0
1419,2024-04-21,Karachi,31.0
1420,2025-08-07,Lahore,25.0
1421,2025-09-21,Multan,40.0
1422,2024-08-12,Karachi,46.0
1423,2024-11-05,Quetta,28.0
1424,2023-09-13,Lahore,38.0
1425,2025-03-25,Karachi,37.0
1426,2024-11-02,Karachi,33.0
1427,2025-06-21,Multan,19.0
1428,2023-09-25,Lahore,21.0
1429,2025-02-26,Multan,26.0
1430,2024-04-15,Karachi,18.0
1431,2023-07-05,Karachi,46.0
1432,2023-06-21,Karachi,36.0
1433,2024-07-16,Lahore,33.0
1434,2023-11-16,Karachi,18.0
1435,2023-04-12,Lahore,18.0
1436,2024-03-03,Karachi,33.0
1437,2024-10-14,Islamabad,51.0
1438,2023-11-15,Karachi,27.0
1439,2025-08-13,Lahore,41.0
1440,2025-02-18,Lahore,29.0
1441,2024-05-27,Lahore,33.0
1442,2025-07-23,Lahore,44.0
1443,2024-03-08,Islamabad,30.0
1444,2023-05-20,Lahore,27.0
1445,2023-02-05,Multan,46.0
1446,2025-07-27,Lahore,33.0
1447,2025-08-17,Lahore,43.0
1448,2025-01-09,Multan,27.0
1449,2023-04-14,Lahore,46.0
1450,2023-10-21,Karachi,35.0
1451,2023-02-11,Quetta,37.0
1452,2023-02-21,Quetta,34.0
1453,2023-09-04,Islamabad,28.0
1454,2024-07-26,Lahore,33.0
1455,2023-03-07,Karachi,29.0
1456,2025-09-11,Quetta,42.0
1457,2024-03-31,Quetta,31.0
1458,2023-09-21,Lahore,20.0
1459,2024-05-31,Karachi,18.0
1460,2025-03-01,Karachi,18.0
1461,2023-11-09,Lahore,39.0
1462,2023-02-17,Islamabad,23.0
1463,2023-02-20,Lahore,36.0
1464,2025-05-01,Karachi,34.0
1465,2023-04-22,Lahore,32.0
1466,2024-09-27,Karachi,37.0
1467,2024-01-20,Lahore,34.0
1468,2025-02-16,Karachi,18.0
1469,2023-03-02,Lahore,30.0
1470,2025-06-16,Quetta,37.0
1471,2024-11-29,Lahore,48.0
1472,2024-03-25,Karachi,48.0
1473,2023-07-27,Lahore,21.0
1474,2025-09-04,Lahore,30.0
1475,2023-10-30,Lahore,19.0
1476,2024-05-05,Lahore,47.0
1477,2024-01-30,Lahore,42.0
1478,2023-08-19,Karachi,36.0
1479,2024-02-21,Islamabad,34.0
1480,2023-06-01,Lahore,45.0
1481,2023-01-02,Karachi,44.0
1482,2023-10-17,Karachi,43.0
1483,2023-04-23,Lahore,37.0
1484,2024-02-19,Karachi,30.0
1485,2025-05-12,Lahore,40.0
1486,2023-06-12,Lahore,40.0
1487,2023-01-02,Karachi,31.0
1488,2023-04-22,Quetta,30.0
1489,2024-05-23,Quetta,43.0
1490,2023-10-02,Quetta,48.0
1491,2024-05-04,Karachi,26.0
1492,2023-01-30,Lahore,31.0
1493,2023-11-30,Karachi,36.0
1494,2024-02-15,Lahore,37.0
1495,2024-03-07,Lahore,28.0
1496,2024-07-05,Lahore,50.0
1497,2025-02-19,Karachi,37.0
1498,2024-04-12,Karachi,38.0
1499,2025-04-21,Lahore,49.0
1500,2024-06-13,Islamabad,29.0
1501,2023-09-18,Karachi,32.0
1502,2023-08-18,Multan,22.0
1503,2023-11-19,Lahore,31.0
1504,2024-08-20,Karachi,20.0
1505,2023-08-31,Lahore,40.0
1506,2025-07-03,Karachi,37.0
1507,2024-04-24,Lahore,31.0
1508,2025-05-13,Lahore,32.0
1509,2024-11-14,Islamabad,40.0
1510,2023-11-30,Lahore,23.0
1511,2023-08-17,Lahore,35.0
1512,2025-01-13,Quetta,39.0
1513,2023-11-27,Lahore,18.0
1514,2023-09-04,Karachi,39.0
1515,2025-07-19,Karachi,18.0
1516,2024-04-27,Lahore,32.0
