order_id,user_id,weight_kg,distance_km,express_flag,quantity,price,shipping_cost,order_date
5082,724,9.16,272.0,True,3,4768.0,296.0,2024-01-01
5083,4753,0.88,184.0,False,1,2358.0,155.0,2024-06-08
5084,1977,3.02,122.0,False,3,6948.0,120.0,2024-07-08
5085,4807,2.81,85.0,False,4,10455.0,122.0,2024-05-03
5086,1674,3.1,136.0,False,4,7547.0,129.0,2024-10-30
5087,1557,3.89,217.0,False,5,9421.0,128.0,2024-04-01
5088,2447,7.02,335.0,False,4,7445.0,267.0,2024-02-20
5089,4733,1.09,83.0,False,4,7062.0,108.0,2024-07-11
5090,2815,2.83,306.0,False,5,6150.0,171.0,2024-11-19
5091,175,2.15,340.0,False,4,12163.0,221.0,2024-05-16
5092,1357,1.95,202.0,False,1,1954.0,165.0,2024-01-18
5093,4904,3.2,196.0,True,5,8497.0,196.0,2024-12-20
5094,772,2.61,109.0,False,1,911.0,96.0,2024-06-11
5095,4179,0.23,111.0,False,5,13921.0,159.0,2024-03-04
5096,4643,3.94,298.0,False,4,4909.0,258.0,2024-08-12
5097,1071,0.46,81.0,True,1,1100.0,172.0,2024-04-26
5098,2794,6.49,144.0,False,3,1815.0,187.0,2024-12-08
5099,2997,3.47,115.0,False,5,7008.0,95.0,2024-04-17
5100,3969,2.43,161.0,False,5,4998.0,170.0,2024-07-19
5101,3991,0.84,255.0,True,5,2190.0,253.0,2024-07-17
5102,300,4.03,41.0,False,3,14568.0,80.0,2024-03-29
5103,1596,3.03,156.0,True,5,21281.0,182.0,2024-07-01
5104,4700,3.19,269.0,False,1,1431.0,225.0,2024-02-09
5105,1768,3.55,73.0,True,4,9708.0,205.0,2024-08-22
5106,1229,4.94,284.0,False,5,21232.0,224.0,2024-10-03
5107,3144,3.93,60.0,False,1,1947.0,120.0,2024-12-12
5108,976,8.71,106.0,False,3,2522.0,154.0,2024-04-28
5109,735,4.93,148.0,True,5,8987.0,245.0,2024-04-14
5110,3989,3.85,238.0,False,2,4610.0,212.0,2024-07-19
5111,591,3.3,288.0,False,3,6267.0,213.0,2024-09-09
5112,4455,1.4,105.0,True,3,10238.0,215.0,2024-12-28
5113,1249,0.72,266.0,False,4,12594.0,188.0,2024-01-10
5114,533,0.17,270.0,False,5,17686.0,197.0,2024-03-27
5115,3706,4.73,45.0,False,3,1063.0,53.0,2024-04-05
5116,882,3.07,197.0,False,2,4662.0,188.0,2024-04-03
5117,1832,5.02,191.0,False,2,2627.0,183.0,2024-06-18
5118,1755,8.32,401.0,False,2,4931.0,282.0,2024-11-14
5119,2536,2.84,116.0,False,1,1138.0,78.0,2024-01-12
5120,2366,0.9,134.0,False,3,11669.0,121.0,2024-10-24
5121,977,6.1,76.0,False,1,1935.0,112.0,2024-08-13
5122,1173,2.64,178.0,False,5,6933.0,154.0,2024-08-12
5123,970,1.88,323.0,False,4,1033.0,230.0,2024-09-04
5124,277,1.75,126.0,False,3,5774.0,70.0,2024-02-12
5125,3252,4.7,267.0,False,2,1349.0,268.0,2024-09-29
5126,2353,4.64,146.0,False,5,17600.0,95.0,2024-03-31
5127,541,7.14,142.0,True,5,16762.0,247.0,2024-07-07
5128,1656,1.17,49.0,False,3,11215.0,68.0,2024-09-04
5129,3339,1.16,42.0,True,5,19883.0,166.0,2024-08-08
5130,1425,3.6,283.0,False,2,3127.0,214.0,2024-04-27
5131,2003,3.91,240.0,False,4,9560.0,173.0,2024-05-24
5132,3718,6.48,91.0,False,5,3489.0,97.0,2024-06-22
5133,3356,6.81,51.0,True,4,1759.0,140.0,2024-01-16
5134,3503,3.49,168.0,False,4,10221.0,172.0,2024-09-22
5135,1908,7.12,153.0,False,1,4429.0,159.0,2024-02-06
5136,2419,2.98,154.0,False,4,4367.0,120.0,2024-06-16
5137,4230,3.01,213.0,True,2,8491.0,216.0,2024-08-27
5138,4361,2.57,96.0,True,5,24507.0,138.0,2024-01-30
5139,277,1.11,466.0,False,5,6063.0,264.0,2024-12-29
5140,4190,0.68,82.0,False,2,6854.0,106.0,2024-05-17
5141,4466,3.54,170.0,False,2,4854.0,145.0,2024-01-06
5142,4712,6.19,218.0,False,5,16175.0,201.0,2024-08-28
5143,1343,1.81,54.0,False,4,4293.0,61.0,2024-07-22
5144,2506,6.73,67.0,False,1,1559.0,87.0,2024-08-21
5145,212,8.08,30.0,False,5,9124.0,104.0,2024-10-01
5146,548,2.35,42.0,True,4,7657.0,117.0,2024-06-22
5147,2812,0.51,367.0,False,1,1481.0,274.0,2024-10-28
5148,1030,2.56,103.0,False,4,14697.0,70.0,2024-05-15
5149,1121,1.25,112.0,False,4,10833.0,135.0,2024-07-17
5150,1484,6.21,134.0,False,2,3284.0,97.0,2024-02-27
5151,2296,3.67,212.0,True,4,11035.0,221.0,2024-08-14
5152,764,0.51,174.0,True,5,5549.0,258.0,2024-04-05
5153,4011,4.42,126.0,False,3,10429.0,145.0,2024-09-11
5154,3340,6.5,64.0,True,4,7024.0,210.0,2024-10-19
5155,3957,3.34,64.0,True,4,2927.0,142.0,2024-11-09
5156,4630,2.16,436.0,True,3,4093.0,376.0,2024-12-05
5157,3001,4.18,431.0,False,5,12562.0,303.0,2024-02-14
5158,1808,9.32,32.0,False,4,21610.0,113.0,2024-02-20
5159,4889,7.25,163.0,False,3,4057.0,144.0,2024-12-04
5160,2828,0.97,60.0,False,3,3576.0,80.0,2024-05-19
5161,2318,3.64,84.0,False,1,2560.0,119.0,2024-01-10
5162,2080,1.3,112.0,False,1,4975.0,71.0,2024-04-14
5163,196,2.12,127.0,False,2,4171.0,125.0,2024-11-01
5164,4779,7.63,277.0,True,4,2988.0,278.0,2024-05-09
5165,4097,3.63,175.0,False,5,10698.0,147.0,2024-01-29
5166,3497,1.41,234.0,True,1,2240.0,273.0,2024-09-20
5167,1106,2.53,39.0,False,1,3048.0,93.0,2024-03-12
5168,4641,5.35,139.0,True,3,5521.0,244.0,2024-05-08
5169,881,2.01,239.0,True,3,7094.0,231.0,2024-01-02
5170,1207,3.78,98.0,False,2,1422.0,69.0,2024-08-07
5171,350,2.15,31.0,False,2,6012.0,61.0,2024-06-11
5172,1440,2.33,105.0,False,3,4921.0,93.0,2024-11-12
5173,1639,8.15,315.0,True,1,3455.0,348.0,2024-05-02
5174,3974,3.54,147.0,False,1,1193.0,159.0,2024-03-15
5175,1630,4.72,144.0,False,4,8014.0,103.0,2024-03-01
5176,4778,3.49,135.0,False,5,23958.0,169.0,2024-03-14
5177,1513,0.8,152.0,False,4,10050.0,162.0,2024-06-13
5178,2622,1.19,436.0,False,4,7431.0,337.0,2024-02-01
5179,2965,8.12,49.0,False,1,445.0,61.0,2024-05-26
5180,4145,7.54,166.0,False,4,8213.0,186.0,2024-11-07
5181,3757,3.4,291.0,False,1,566.0,193.0,2024-10-07
5182,4337,1.62,189.0,True,1,3667.0,217.0,2024-08-20
5183,4688,0.64,196.0,False,1,3306.0,163.0,2024-11-21
5184,587,12.47,51.0,False,5,13626.0,82.0,2024-10-11
5185,470,1.12,364.0,False,5,21551.0,187.0,2024-08-26
5186,2245,1.73,95.0,False,5,9104.0,108.0,2024-11-11
5187,751,1.99,123.0,False,3,5145.0,144.0,2024-02-15
5188,2467,1.59,144.0,True,5,15545.0,182.0,2024-10-25
5189,2949,3.18,258.0,False,4,6203.0,223.0,2024-04-17
5190,1381,11.51,157.0,False,1,1325.0,216.0,2024-09-24
5191,490,2.82,43.0,False,4,8820.0,102.0,2024-11-29
5192,4822,3.99,207.0,True,3,3743.0,264.0,2024-06-30
5193,1853,4.97,215.0,False,2,3763.0,180.0,2024-02-02
5194,4195,5.85,192.0,False,5,13522.0,163.0,2024-05-15
5195,3122,3.4,85.0,True,4,4912.0,187.0,2024-05-28
5196,3310,1.46,138.0,True,3,8529.0,232.0,2024-12-07
5197,3902,5.01,384.0,True,5,6810.0,379.0,2024-12-10
5198,1325,9.3,35.0,False,2,3794.0,116.0,2024-07-26
5199,1087,1.91,242.0,True,4,5332.0,239.0,2024-12-12
5200,4983,4.16,217.0,True,3,3931.0,255.0,2024-06-08
5201,3339,5.15,161.0,False,4,21038.0,94.0,2024-05-30
5202,1461,2.28,132.0,False,1,1306.0,94.0,2024-11-01
5203,3229,5.81,162.0,True,4,5829.0,217.0,2024-08-31
5204,1968,7.11,37.0,False,1,503.0,70.0,2024-07-09
5205,4298,4.16,176.0,False,4,12499.0,120.0,2024-06-15
5206,2541,5.66,86.0,False,1,1661.0,105.0,2024-09-14
5207,1568,2.83,44.0,False,1,3135.0,114.0,2024-10-02
5208,3451,1.07,221.0,False,1,1584.0,153.0,2024-06-28
5209,3750,1.42,146.0,False,3,6150.0,139.0,2024-01-12
5210,1863,10.5,268.0,False,5,4613.0,232.0,2024-02-07
5211,3759,7.17,154.0,False,1,1654.0,180.0,2024-02-22
5212,1170,1.33,357.0,True,5,22102.0,344.0,2024-06-17
5213,1195,1.21,380.0,False,2,4745.0,268.0,2024-08-12
5214,4132,5.09,171.0,False,3,3795.0,157.0,2024-10-20
5215,3105,16.35,324.0,False,5,21550.0,284.0,2024-03-25
5216,175,3.49,9.0,False,4,9532.0,67.0,2024-10-14
5217,3375,1.66,140.0,False,1,4914.0,125.0,2024-08-31
5218,1529,6.05,253.0,False,3,2483.0,197.0,2024-01-19
5219,1372,7.9,179.0,True,2,6114.0,247.0,2024-05-08
5220,2120,5.1,77.0,True,5,7604.0,170.0,2024-04-20
5221,2258,4.58,31.0,True,1,1045.0,179.0,2024-11-19
5222,4459,1.31,240.0,False,3,10557.0,161.0,2024-12-02
5223,2178,6.13,339.0,False,5,13197.0,271.0,2024-10-26
5224,1483,5.17,64.0,False,3,13853.0,95.0,2024-07-11
5225,3867,2.48,231.0,False,3,14006.0,170.0,2024-06-28
5226,2713,0.96,277.0,False,5,4354.0,206.0,2024-04-23
5227,3,2.31,183.0,False,2,5350.0,154.0,2024-10-09
5228,3160,3.29,242.0,True,1,3114.0,282.0,2024-02-01
5229,2505,5.41,172.0,False,1,2758.0,173.0,2024-04-08
5230,2873,6.11,131.0,False,3,1266.0,145.0,2024-02-19
5231,921,3.04,106.0,True,2,2218.0,180.0,2024-06-29
5232,2391,2.84,186.0,False,3,5289.0,141.0,2024-04-19
5233,3234,6.87,304.0,False,4,4644.0,252.0,2024-03-13
5234,3384,4.27,272.0,False,2,5314.0,201.0,2024-05-17
5235,3401,5.12,274.0,False,3,6117.0,175.0,2024-11-10
5236,4987,2.51,127.0,False,4,13534.0,133.0,2024-07-22
5237,2505,6.77,304.0,False,2,5050.0,225.0,2024-10-27
5238,2149,2.0,56.0,False,3,5785.0,0.0,2024-11-29
5239,2710,11.46,148.0,False,2,4864.0,140.0,2024-11-25
5240,1644,1.17,389.0,False,1,1969.0,314.0,2024-05-08
5241,1575,3.47,70.0,False,5,8217.0,125.0,2024-11-16
5242,3450,1.08,226.0,True,4,5999.0,260.0,2024-11-27
5243,1566,4.87,136.0,False,4,10669.0,137.0,2024-12-16
5244,3744,7.36,222.0,False,5,16838.0,179.0,2024-05-08
5245,3725,5.14,46.0,False,4,7218.0,26.0,2024-03-24
5246,4767,2.4,160.0,False,3,10969.0,149.0,2024-08-01
5247,658,1.07,74.0,True,2,5922.0,176.0,2024-12-06
5248,1816,2.37,146.0,True,4,9285.0,220.0,2024-11-24
5249,3857,5.24,299.0,False,1,2695.0,221.0,2024-07-27
5250,2145,1.42,146.0,False,2,3695.0,133.0,2024-02-24
5251,3275,0.73,153.0,True,3,15312.0,225.0,2024-06-03
5252,3676,2.79,271.0,False,3,8762.0,216.0,2024-09-17
5253,4422,1.11,341.0,False,2,6428.0,225.0,2024-07-23
5254,1130,4.13,120.0,False,3,4396.0,102.0,2024-05-06
5255,1300,3.05,94.0,True,5,9455.0,184.0,2024-05-05
5256,2354,2.71,391.0,True,1,2785.0,336.0,2024-01-22
5257,2530,12.42,93.0,True,2,3221.0,203.0,2024-04-15
5258,4525,4.58,255.0,False,1,2312.0,184.0,2024-09-01
5259,194,0.22,54.0,False,2,5079.0,67.0,2024-03-29
5260,1226,11.3,133.0,False,1,4045.0,127.0,2024-12-28
5261,4562,3.45,176.0,True,3,10919.0,251.0,2024-01-31
5262,3073,2.5,172.0,False,3,1130.0,170.0,2024-08-02
5263,3376,3.92,119.0,True,4,7644.0,209.0,2024-06-30
5264,1248,1.22,94.0,False,2,4556.0,74.0,2024-10-31
5265,3114,2.96,330.0,False,3,2954.0,192.0,2024-11-20
5266,1849,6.64,61.0,False,1,1587.0,68.0,2024-07-17
5267,3663,2.63,150.0,True,3,4798.0,181.0,2024-08-18
5268,452,2.15,181.0,False,3,2702.0,157.0,2024-09-12
5269,1421,1.79,268.0,False,3,5362.0,178.0,2024-07-09
5270,3223,5.95,130.0,False,1,954.0,113.0,2024-03-08
5271,3019,4.19,126.0,False,1,2114.0,126.0,2024-06-05
5272,4201,11.32,351.0,False,3,12334.0,323.0,2024-03-29
5273,4004,10.17,127.0,False,2,6738.0,129.0,2024-06-18
5274,72,2.77,316.0,False,4,8451.0,236.0,2024-08-12
5275,451,5.02,91.0,True,1,1915.0,212.0,2024-03-17
5276,1771,2.42,86.0,False,3,10518.0,74.0,2024-04-01
5277,4794,2.13,111.0,False,1,1257.0,93.0,2024-10-27
5278,2385,2.02,273.0,False,5,27554.0,156.0,2024-05-17
5279,4459,1.84,249.0,False,1,4550.0,199.0,2024-03-13
5280,296,6.67,396.0,False,5,3563.0,313.0,2024-09-17
5281,4815,2.11,375.0,False,2,6096.0,313.0,2024-09-18
5282,305,2.47,130.0,False,5,7504.0,111.0,2024-10-28
5283,4041,4.14,147.0,False,1,1600.0,110.0,2024-10-04
5284,4384,3.88,133.0,True,5,23789.0,210.0,2024-12-28
5285,1471,3.61,40.0,False,4,16813.0,115.0,2024-07-28
5286,1504,7.47,199.0,False,4,15473.0,165.0,2024-04-14
5287,2907,2.06,213.0,True,2,2920.0,235.0,2024-11-10
5288,3610,1.84,62.0,False,2,7329.0,74.0,2024-04-06
5289,600,0.11,191.0,False,2,2190.0,141.0,2024-04-16
5290,1184,5.12,41.0,False,4,13619.0,55.0,2024-10-29
5291,3770,5.0,119.0,True,5,14038.0,207.0,2024-11-17
5292,4037,7.0,187.0,True,5,16285.0,248.0,2024-05-03
5293,768,2.75,94.0,False,5,7633.0,34.0,2024-09-23
5294,4448,3.1,54.0,True,4,6692.0,202.0,2024-12-02
5295,4334,6.48,103.0,False,1,2770.0,94.0,2024-10-18
5296,4339,2.35,335.0,False,5,10776.0,226.0,2024-01-02
5297,1202,3.4,159.0,False,4,10053.0,155.0,2024-08-30
5298,3345,7.38,88.0,False,4,13528.0,145.0,2024-03-03
5299,802,4.89,184.0,True,1,2680.0,216.0,2024-11-04
5300,982,2.67,62.0,False,3,2829.0,113.0,2024-01-25
5301,354,6.38,239.0,False,3,11517.0,210.0,2024-12-28
5302,2465,3.17,111.0,False,1,4277.0,166.0,2024-03-05
5303,3556,6.48,321.0,True,2,1863.0,328.0,2024-06-02
5304,993,4.19,366.0,False,4,5722.0,290.0,2024-03-26
5305,931,2.28,150.0,False,4,4673.0,97.0,2024-10-24
5306,1384,1.32,174.0,False,3,19951.0,149.0,2024-05-23
5307,988,5.73,231.0,False,1,4435.0,214.0,2024-09-28
5308,4164,6.13,295.0,False,4,5896.0,191.0,2024-01-25
5309,848,8.06,202.0,True,5,3644.0,246.0,2024-06-14
5310,1392,5.23,277.0,False,5,10390.0,243.0,2024-11-28
5311,1528,2.93,234.0,True,1,1719.0,235.0,2024-12-04
5312,1013,4.07,154.0,True,2,8190.0,231.0,2024-03-17
5313,4706,3.56,96.0,True,4,5390.0,192.0,2024-05-23
5314,1048,2.85,187.0,False,1,1397.0,168.0,2024-05-29
5315,2433,1.18,193.0,False,3,4285.0,182.0,2024-07-25
5316,2830,1.34,141.0,True,1,688.0,238.0,2024-07-15
5317,1304,5.87,81.0,False,1,3168.0,99.0,2024-02-08
5318,2356,1.76,64.0,True,4,5860.0,198.0,2024-10-05
5319,851,2.74,295.0,False,4,3990.0,224.0,2024-03-23
5320,2414,0.76,206.0,True,5,5811.0,244.0,2024-04-24
5321,94,0.82,94.0,False,4,8054.0,110.0,2024-11-02
5322,2195,1.79,221.0,True,5,9921.0,249.0,2024-09-08
5323,1824,5.72,213.0,False,4,7362.0,179.0,2024-05-24
5324,1752,5.95,393.0,False,2,3553.0,306.0,2024-11-29
5325,550,3.91,176.0,False,5,7874.0,162.0,2024-05-23
5326,4993,2.0,447.0,False,4,14636.0,311.0,2024-07-25
5327,135,8.61,97.0,False,2,3731.0,115.0,2024-03-30
5328,730,2.7,156.0,False,5,24092.0,120.0,2024-03-07
5329,514,9.14,170.0,True,5,6529.0,243.0,2024-06-28
5330,4888,4.52,306.0,True,1,2271.0,316.0,2024-07-24
5331,1592,6.69,136.0,True,4,9467.0,236.0,2024-10-21
5332,2154,6.71,156.0,False,4,7588.0,190.0,2024-05-22
5333,3754,0.56,154.0,False,3,10479.0,135.0,2024-11-22
5334,252,1.31,132.0,True,5,8476.0,171.0,2024-08-09
5335,334,2.55,56.0,True,5,10408.0,180.0,2024-01-26
5336,912,1.79,42.0,False,2,4409.0,61.0,2024-09-26
5337,3393,4.71,312.0,True,4,12453.0,345.0,2024-07-28
5338,4892,4.99,96.0,False,4,4823.0,78.0,2024-05-22
5339,3102,2.37,112.0,False,2,1622.0,118.0,2024-06-19
5340,4360,2.16,133.0,True,2,6324.0,213.0,2024-04-20
5341,4409,6.36,186.0,False,5,4138.0,174.0,2024-08-12
5342,1381,2.19,181.0,True,5,24046.0,237.0,2024-07-25
5343,919,7.16,135.0,True,1,2340.0,187.0,2024-06-12
5344,800,3.98,276.0,False,3,4913.0,231.0,2024-04-14
5345,3971,3.99,78.0,False,2,11952.0,85.0,2024-05-25
5346,3347,1.49,168.0,False,3,15497.0,126.0,2024-06-30
5347,4324,5.47,145.0,True,1,930.0,202.0,2024-06-21
5348,2535,1.28,421.0,False,4,10344.0,249.0,2024-04-22
5349,4882,5.47,121.0,True,4,5146.0,271.0,2024-07-31
5350,4470,4.97,334.0,True,5,14901.0,360.0,2024-03-23
5351,4042,5.06,164.0,False,1,1932.0,188.0,2024-07-01
5352,4015,4.96,120.0,False,4,8069.0,121.0,2024-02-14
5353,618,6.34,227.0,True,4,13539.0,253.0,2024-06-21
5354,3723,4.61,162.0,False,1,1182.0,143.0,2024-10-13
5355,4735,0.58,130.0,False,1,2416.0,105.0,2024-10-25
5356,1460,4.27,145.0,False,5,11442.0,160.0,2024-09-10
5357,4074,1.67,72.0,False,1,3694.0,66.0,2024-09-29
5358,1750,0.97,279.0,True,2,3285.0,307.0,2024-01-25
5359,1061,1.45,93.0,False,2,3074.0,124.0,2024-05-04
5360,3652,2.02,224.0,False,5,14322.0,140.0,2024-08-26
5361,825,5.15,247.0,False,1,2599.0,180.0,2024-10-19
5362,2406,2.73,133.0,True,5,9976.0,233.0,2024-07-31
5363,4682,6.26,230.0,True,1,1507.0,267.0,2024-11-07
5364,784,1.88,157.0,False,3,2241.0,175.0,2024-04-09
5365,778,2.8,145.0,False,5,18316.0,140.0,2024-02-26
5366,4714,1.96,54.0,False,4,16487.0,52.0,2024-02-01
5367,3885,0.4,96.0,False,4,23092.0,111.0,2024-07-31
5368,2308,3.45,107.0,False,5,11717.0,116.0,2024-08-30
5369,2026,14.98,238.0,False,4,12228.0,213.0,2024-04-14
5370,4819,1.0,216.0,False,3,3607.0,172.0,2024-10-13
5371,3619,5.5,303.0,False,2,8398.0,262.0,2024-09-26
5372,4541,6.37,170.0,True,2,3752.0,238.0,2024-05-11
5373,459,3.59,66.0,True,2,5824.0,177.0,2024-03-28
5374,2652,1.11,151.0,True,1,1102.0,176.0,2024-09-27
5375,3625,12.19,200.0,True,1,1757.0,318.0,2024-09-02
5376,178,4.91,369.0,False,1,2267.0,218.0,2024-03-03
5377,2559,9.12,36.0,False,1,1617.0,117.0,2024-04-03
5378,278,0.7,295.0,False,4,4530.0,208.0,2024-06-26
5379,4501,2.1,130.0,False,2,8431.0,125.0,2024-07-05
5380,3404,1.02,182.0,False,2,9002.0,134.0,2024-03-01
5381,941,6.83,266.0,False,1,4878.0,182.0,2024-12-12
5382,2607,0.7,106.0,False,2,6659.0,101.0,2024-05-21
5383,546,3.02,79.0,False,4,2964.0,86.0,2024-05-19
5384,4019,2.78,130.0,True,3,3282.0,212.0,2024-01-23
5385,981,0.51,409.0,False,3,5384.0,277.0,2024-11-15
5386,3036,5.23,79.0,False,5,20139.0,119.0,2024-03-26
5387,392,4.57,59.0,True,5,7433.0,160.0,2024-12-26
5388,789,2.0,25.0,False,5,10296.0,43.0,2024-06-30
5389,4900,9.11,132.0,True,5,17202.0,223.0,2024-11-15
5390,1929,0.62,179.0,True,5,27351.0,197.0,2024-03-06
5391,614,0.33,270.0,False,1,2612.0,202.0,2024-03-01
5392,3499,3.72,145.0,False,4,10553.0,138.0,2024-10-19
5393,1004,1.45,92.0,True,3,11568.0,171.0,2024-10-26
5394,2947,3.12,107.0,False,3,6377.0,75.0,2024-07-17
5395,4048,7.51,150.0,False,3,13005.0,128.0,2024-01-12
5396,3417,0.96,210.0,True,1,2183.0,286.0,2024-12-10
5397,1233,6.89,122.0,False,5,15927.0,146.0,2024-05-23
5398,1184,1.03,252.0,False,1,2904.0,188.0,2024-12-07
5399,1111,2.33,79.0,False,3,8945.0,116.0,2024-11-13
5400,3159,7.92,45.0,True,1,2126.0,134.0,2024-11-06
5401,3361,5.31,172.0,False,5,13407.0,132.0,2024-09-08
5402,2604,1.55,242.0,False,3,8691.0,179.0,2024-09-02
5403,1993,4.24,44.0,False,3,3152.0,59.0,2024-07-13
5404,310,2.18,633.0,False,3,3970.0,357.0,2024-01-10
5405,4177,2.43,198.0,False,4,24962.0,144.0,2024-05-21
5406,3300,2.79,209.0,False,1,2805.0,187.0,2024-09-23
5407,3191,4.77,204.0,True,1,3580.0,240.0,2024-10-23
5408,518,3.54,128.0,False,1,1957.0,143.0,2024-07-23
5409,1441,2.86,163.0,True,1,661.0,204.0,2024-09-15
5410,1518,2.93,144.0,True,3,5652.0,194.0,2024-01-08
5411,2989,3.91,180.0,True,3,2058.0,227.0,2024-06-19
5412,3936,3.4,109.0,True,4,14085.0,238.0,2024-07-04
5413,4332,2.1,243.0,True,5,24482.0,243.0,2024-11-21
5414,2610,3.99,148.0,False,2,21268.0,158.0,2024-04-23
5415,1822,4.53,535.0,True,4,11406.0,389.0,2024-03-24
5416,2040,4.08,245.0,False,2,3258.0,220.0,2024-05-08
5417,3682,6.24,158.0,False,1,4175.0,183.0,2024-03-03
5418,1590,1.96,66.0,True,2,7958.0,174.0,2024-07-22
5419,2079,1.88,397.0,False,5,11646.0,264.0,2024-08-22
5420,3931,8.35,56.0,True,5,4270.0,191.0,2024-10-19
5421,2715,1.61,179.0,False,5,12646.0,168.0,2024-12-20
5422,2338,2.64,63.0,False,3,11307.0,31.0,2024-01-27
5423,3668,0.39,324.0,False,5,6911.0,273.0,2024-03-31
5424,1443,1.04,277.0,True,4,10911.0,319.0,2024-04-19
5425,302,2.34,150.0,True,4,24174.0,191.0,2024-04-01
5426,3941,2.24,91.0,False,4,14875.0,92.0,2024-10-28
5427,2274,2.72,82.0,True,4,11801.0,186.0,2024-02-20
5428,1627,9.74,208.0,False,5,1590.0,196.0,2024-01-11
5429,476,0.56,92.0,False,5,20800.0,87.0,2024-11-10
5430,4631,3.23,226.0,False,3,8465.0,151.0,2024-12-16
5431,3625,2.95,277.0,True,3,5376.0,355.0,2024-03-23
5432,1370,10.83,127.0,False,3,12795.0,154.0,2024-05-01
5433,3039,5.85,52.0,True,2,3031.0,163.0,2024-07-02
5434,2321,2.2,154.0,False,3,10736.0,170.0,2024-07-10
5435,1634,8.21,310.0,False,2,7454.0,249.0,2024-12-27
5436,1558,2.05,227.0,True,3,15885.0,267.0,2024-05-27
5437,381,6.2,273.0,False,4,21842.0,199.0,2024-01-05
5438,4873,9.1,102.0,False,1,1617.0,120.0,2024-06-03
5439,4629,3.54,460.0,False,2,5100.0,308.0,2024-07-22
5440,4352,1.27,123.0,True,2,4545.0,195.0,2024-07-07
5441,1575,0.5,189.0,False,1,2242.0,126.0,2024-07-05
5442,4984,3.65,96.0,True,1,2612.0,181.0,2024-12-02
5443,1376,6.02,242.0,False,2,6090.0,228.0,2024-10-21
5444,4122,17.05,119.0,True,2,5662.0,213.0,2024-04-01
5445,505,7.61,81.0,False,1,2538.0,135.0,2024-05-09
5446,1552,3.35,648.0,False,3,10300.0,383.0,2024-08-31
5447,2886,1.21,262.0,False,3,7473.0,150.0,2024-05-29
5448,4838,2.92,228.0,True,5,10399.0,266.0,2024-06-05
5449,1328,9.66,51.0,True,5,14779.0,89.0,2024-03-02
5450,2161,12.18,69.0,False,2,6134.0,90.0,2024-04-02
5451,4214,2.03,335.0,True,3,3965.0,332.0,2024-09-27
5452,2361,2.71,99.0,False,4,14856.0,79.0,2024-11-03
5453,3413,8.6,645.0,False,5,13774.0,472.0,2024-10-13
5454,2091,8.24,96.0,False,5,5643.0,126.0,2024-04-22
5455,19,2.11,240.0,False,3,1594.0,174.0,2024-02-19
5456,1415,5.48,64.0,False,2,1008.0,64.0,2024-02-28
5457,2828,2.22,223.0,False,3,10658.0,166.0,2024-05-23
5458,97,7.11,138.0,False,2,5458.0,89.0,2024-07-07
5459,1159,3.32,160.0,False,1,3324.0,143.0,2024-11-21
5460,4765,2.5,462.0,False,3,5843.0,298.0,2024-11-24
5461,76,5.84,119.0,True,2,5632.0,170.0,2024-01-01
5462,1236,3.51,342.0,False,5,14647.0,249.0,2024-09-15
5463,3096,5.73,198.0,False,1,4740.0,161.0,2024-04-19
5464,2815,1.35,138.0,False,4,13132.0,131.0,2024-03-13
5465,1024,1.62,79.0,True,5,33391.0,152.0,2024-07-21
5466,297,3.09,66.0,False,1,2210.0,86.0,2024-01-13
5467,4498,1.78,70.0,False,3,12461.0,117.0,2024-05-01
5468,2754,2.34,38.0,False,4,7669.0,117.0,2024-07-20
5469,2866,3.16,315.0,False,2,1113.0,222.0,2024-04-09
5470,288,1.97,92.0,False,4,5837.0,111.0,2024-08-04
5471,1045,9.43,202.0,False,1,1444.0,175.0,2024-06-16
5472,364,1.68,69.0,False,1,321.0,76.0,2024-10-18
5473,4895,3.02,457.0,False,4,12511.0,305.0,2024-03-07
5474,3848,3.07,204.0,False,2,3922.0,211.0,2024-01-21
5475,2732,3.63,172.0,False,4,3358.0,132.0,2024-07-12
5476,3404,2.5,234.0,False,2,2262.0,190.0,2024-04-03
5477,827,6.2,54.0,True,1,2212.0,194.0,2024-09-14
5478,4941,6.48,26.0,False,3,4688.0,71.0,2024-02-04
5479,2586,2.03,236.0,False,2,9414.0,189.0,2024-07-28
5480,2583,6.84,63.0,True,4,9329.0,211.0,2024-12-27
5481,4796,1.95,210.0,False,1,3797.0,185.0,2024-02-03
5482,479,3.03,458.0,False,5,8772.0,320.0,2024-04-20
5483,2121,3.31,151.0,True,4,12520.0,222.0,2024-11-04
5484,441,1.86,47.0,False,3,4088.0,90.0,2024-07-13
5485,2126,0.84,41.0,False,5,7369.0,58.0,2024-03-04
5486,1335,3.62,94.0,False,4,4607.0,104.0,2024-03-18
5487,2305,1.24,157.0,False,5,17895.0,166.0,2024-10-06
5488,3509,8.92,137.0,True,5,15253.0,237.0,2024-11-10
5489,1400,2.24,199.0,False,3,8401.0,150.0,2024-05-11
5490,256,5.61,79.0,False,4,10654.0,101.0,2024-06-21
5491,808,5.36,159.0,True,5,16349.0,229.0,2024-10-12
5492,3578,1.85,170.0,True,1,4442.0,230.0,2024-03-05
5493,2894,2.29,53.0,False,5,3603.0,80.0,2024-03-16
5494,4893,2.28,107.0,False,3,8796.0,123.0,2024-10-09
