user_id,signup_date,city,age,spend,frequency,recency,avg_order_value,Cluster
1258,2024-06-24,Quetta,24.0,58601.0,10.0,16.0,5860.1,0
1259,2025-03-13,Lahore,18.0,73106.0,10.0,0.0,7310.6,0
1260,2023-09-24,Quetta,37.0,70097.0,8.0,5.0,8762.125,0
1261,2025-07-13,Karachi,18.0,69765.0,6.0,33.0,11627.5,0
1262,2024-03-20,Lahore,33.0,54981.0,11.0,18.0,4998.272727272727,0
1263,2025-04-02,Lahore,48.0,35490.0,6.0,14.0,5915.0,1
1264,2023-08-27,Lahore,48.0,13585.0,2.0,38.0,6792.5,1
1265,2023-02-06,Islamabad,18.0,43406.0,8.0,7.0,5425.75,1
1266,2023-02-25,Karachi,36.0,54972.0,7.0,27.0,7853.142857142857,1
1267,2024-01-08,Karachi,24.0,106254.0,12.0,39.0,8854.5,0
1268,2025-08-11,Islamabad,22.0,64990.0,11.0,11.0,5908.181818181818,0
1269,2023-02-18,Islamabad,32.0,77064.0,10.0,0.0,7706.4,0
1270,2024-01-04,Quetta,44.0,50061.0,7.0,105.0,7151.571428571428,1
1271,2023-04-20,Quetta,38.0,48834.0,7.0,27.0,6976.285714285715,1
1272,2025-07-20,Islamabad,27.0,51590.0,7.0,92.0,7370.0,1
1273,2024-11-06,Multan,39.0,99776.0,7.0,10.0,14253.714285714286,0
1274,2025-02-01,Islamabad,18.0,107735.0,12.0,47.0,8977.916666666666,0
1275,2024-12-14,Karachi,26.0,32953.0,6.0,27.0,5492.166666666667,1
1276,2024-10-19,Islamabad,26.0,51505.0,9.0,13.0,5722.777777777777,1
1277,2025-02-12,Lahore,34.0,32632.0,5.0,31.0,6526.4,1
1278,2023-01-09,Islamabad,31.0,49386.0,8.0,48.0,6173.25,1
1279,2025-05-15,Quetta,32.0,44166.0,7.0,38.0,6309.428571428572,1
1280,2025-01-09,Lahore,31.0,33859.0,7.0,0.0,4837.0,1
1281,2025-01-09,Multan,33.0,31905.0,5.0,47.0,6381.0,1
1282,2024-01-29,Quetta,38.0,50564.0,6.0,99.0,8427.333333333334,1
1283,2025-03-11,Lahore,34.0,55401.0,7.0,20.0,7914.428571428572,1
1284,2024-01-17,Karachi,30.0,17215.0,3.0,182.0,5738.333333333333,1
1285,2023-02-18,Quetta,37.0,60951.0,7.0,73.0,8707.285714285714,1
1286,2025-06-26,Quetta,40.0,26715.0,4.0,41.0,6678.75,1
1287,2023-08-23,Lahore,28.0,47963.0,8.0,104.0,5995.375,1
1288,2023-04-12,Karachi,32.0,31037.0,4.0,134.0,7759.25,1
1289,2024-09-13,Islamabad,43.0,49989.0,9.0,67.0,5554.333333333333,1
1290,2023-08-22,Lahore,23.0,57464.0,8.0,25.0,7183.0,0
1291,2025-05-08,Karachi,49.0,85165.0,11.0,4.0,7742.272727272727,0
1292,2024-03-19,Lahore,21.0,43823.0,6.0,17.0,7303.833333333333,1
1293,2023-01-05,Lahore,30.0,60872.0,12.0,10.0,5072.666666666667,0
1294,2025-08-09,Karachi,24.0,22078.0,6.0,158.0,3679.6666666666665,1
1295,2024-05-29,Islamabad,53.0,28842.0,7.0,28.0,4120.285714285715,1
1296,2023-09-20,Islamabad,28.0,54736.0,5.0,31.0,10947.2,1
1297,2024-11-08,Islamabad,28.0,86505.0,13.0,5.0,6654.2307692307695,0
1298,2024-06-14,Karachi,30.0,55535.0,7.0,66.0,7933.571428571428,1
1299,2023-01-30,Lahore,34.0,60624.0,6.0,134.0,10104.0,1
1300,2025-01-29,Lahore,30.0,65649.0,9.0,204.0,7294.333333333333,1
1301,2024-02-06,Lahore,32.0,59001.0,6.0,183.0,9833.5,1
1302,2024-11-30,Karachi,18.0,89859.0,11.0,54.0,8169.0,0
1303,2025-06-14,Lahore,34.0,63752.0,8.0,65.0,7969.0,0
1304,2024-09-02,Lahore,33.0,84932.0,9.0,29.0,9436.888888888889,0
1305,2024-11-02,Lahore,42.0,72057.0,9.0,8.0,8006.333333333333,0
1306,2023-09-12,Islamabad,45.0,44749.0,8.0,43.0,5593.625,1
1307,2023-08-26,Islamabad,31.0,37926.0,5.0,101.0,7585.2,1
1308,2024-02-20,Quetta,40.0,100827.0,11.0,120.0,9166.09090909091,0
1309,2025-05-02,Islamabad,23.0,25079.0,6.0,112.0,4179.833333333333,1
1310,2024-06-08,Karachi,40.0,97958.0,14.0,16.0,6997.0,0
1311,2023-12-15,Lahore,28.0,29590.0,9.0,3.0,3287.777777777778,1
1312,2025-02-18,Karachi,22.0,99095.0,12.0,19.0,8257.916666666666,0
1313,2025-05-03,Lahore,31.0,28378.0,6.0,158.0,4729.666666666667,1
1314,2025-06-21,Karachi,46.0,19820.0,3.0,63.0,6606.666666666667,1
1315,2023-10-26,Karachi,35.0,68131.0,8.0,78.0,8516.375,0
1316,2024-12-10,Karachi,46.0,23729.0,3.0,3.0,7909.666666666667,1
1317,2024-08-13,Lahore,26.0,65471.0,6.0,28.0,10911.833333333334,0
1318,2024-03-24,Islamabad,42.0,85143.0,11.0,0.0,7740.272727272727,0
1319,2024-02-01,Multan,27.0,84392.0,12.0,26.0,7032.666666666667,0
1320,2023-04-25,Islamabad,35.0,88117.0,10.0,8.0,8811.7,0
1321,2023-10-02,Islamabad,35.0,104405.0,12.0,35.0,8700.416666666666,0
1322,2024-07-03,Karachi,39.0,67311.0,12.0,1.0,5609.25,0
1323,2025-06-05,Lahore,35.0,38937.0,7.0,49.0,5562.428571428572,1
1324,2025-05-16,Islamabad,26.0,69996.0,10.0,22.0,6999.6,0
1325,2023-07-07,Karachi,41.0,60514.0,9.0,3.0,6723.777777777777,0
1326,2024-11-10,Lahore,49.0,86373.0,10.0,28.0,8637.3,0
1327,2023-03-26,Karachi,28.0,120506.0,12.0,7.0,10042.166666666666,0
1328,2024-11-06,Quetta,18.0,139583.0,13.0,90.0,10737.153846153846,0
1329,2023-12-08,Islamabad,37.0,44149.0,6.0,23.0,7358.166666666667,1
1330,2024-03-25,Karachi,30.0,136358.0,13.0,47.0,10489.076923076924,0
1331,2024-12-18,Islamabad,32.0,54752.0,8.0,37.0,6844.0,1
1332,2024-02-29,Karachi,38.0,48894.0,5.0,5.0,9778.8,1
1333,2025-03-18,Karachi,29.0,60623.0,8.0,60.0,7577.875,0
1334,2024-06-17,Lahore,31.0,51466.0,8.0,15.0,6433.25,1
1335,2025-09-25,Karachi,32.0,48951.0,8.0,5.0,6118.875,1
1336,2024-09-30,Islamabad,46.0,54012.0,7.0,13.0,7716.0,1
1337,2023-10-24,Lahore,33.0,47240.0,11.0,38.0,4294.545454545455,1
1338,2025-02-14,Islamabad,22.0,102695.0,15.0,53.0,6846.333333333333,0
1339,2024-02-12,Lahore,22.0,69139.0,11.0,28.0,6285.363636363636,0
1340,2024-06-18,Islamabad,34.0,85233.0,10.0,54.0,8523.3,0
1341,2023-05-17,Islamabad,23.0,60652.0,10.0,14.0,6065.2,0
1342,2023-04-30,Islamabad,19.0,18343.0,3.0,125.0,6114.333333333333,1
1343,2024-07-28,Islamabad,39.0,68702.0,11.0,0.0,6245.636363636364,0
1344,2023-07-06,Quetta,39.0,46692.0,8.0,26.0,5836.5,1
1345,2025-09-24,Karachi,30.0,78265.0,12.0,70.0,6522.083333333333,0
1346,2025-05-05,Islamabad,36.0,55562.0,5.0,87.0,11112.4,1
1347,2024-12-01,Islamabad,35.0,62091.0,7.0,7.0,8870.142857142857,0
1348,2025-01-04,Lahore,38.0,58733.0,10.0,7.0,5873.3,0
1349,2024-08-18,Lahore,38.0,72704.0,9.0,19.0,8078.222222222223,0
1350,2023-03-02,Karachi,18.0,49328.0,8.0,41.0,6166.0,1
1351,2024-01-28,Lahore,31.0,69059.0,11.0,23.0,6278.090909090909,0
1352,2024-05-10,Karachi,38.0,88095.0,13.0,1.0,6776.538461538462,0
1353,2025-07-04,Karachi,29.0,23109.0,4.0,60.0,5777.25,1
1354,2023-08-08,Islamabad,33.0,83451.0,10.0,81.0,8345.1,0
1355,2024-05-11,Lahore,40.0,58977.0,10.0,3.0,5897.7,0
1356,2023-12-11,Multan,34.0,9169.0,3.0,104.0,3056.333333333333,1
1357,2023-05-15,Karachi,47.0,64221.0,6.0,20.0,10703.5,0
1358,2023-04-14,Islamabad,43.0,62983.0,7.0,1.0,8997.57142857143,0
1359,2024-01-01,Lahore,32.0,47313.0,5.0,18.0,9462.6,1
1360,2023-03-24,Karachi,31.0,44221.0,9.0,37.0,4913.444444444444,1
1361,2023-03-09,Lahore,18.0,29989.0,10.0,55.0,2998.9,1
1362,2023-12-17,Islamabad,30.0,21889.0,4.0,129.0,5472.25,1
1363,2023-07-21,Karachi,21.0,61861.0,9.0,54.0,6873.444444444444,0
1364,2024-07-08,Quetta,35.0,57078.0,7.0,3.0,8154.0,0
1365,2023-01-18,Karachi,34.0,65586.0,7.0,84.0,9369.42857142857,0
1366,2023-10-29,Karachi,39.0,56281.0,9.0,37.0,6253.444444444444,0
1367,2024-03-29,Lahore,46.0,34172.0,4.0,26.0,8543.0,1
1368,2025-08-21,Islamabad,33.0,57747.0,9.0,10.0,6416.333333333333,0
1369,2024-09-26,Karachi,54.0,40475.0,8.0,25.0,5059.375,1
1370,2025-05-30,Karachi,35.0,91851.0,10.0,84.0,9185.1,0
1371,2023-12-10,Lahore,21.0,47425.0,4.0,148.0,11856.25,1
1372,2024-03-25,Lahore,28.0,36376.0,7.0,42.0,5196.571428571428,1
1373,2024-02-25,Lahore,30.0,39212.0,7.0,46.0,5601.714285714285,1
1374,2025-06-06,Quetta,38.0,41808.0,9.0,40.0,4645.333333333333,1
1375,2025-08-17,Karachi,24.0,45425.0,7.0,91.0,6489.285714285715,1
1376,2025-08-20,Lahore,30.0,58544.0,7.0,46.0,8363.42857142857,1
1377,2025-01-21,Quetta,32.0,128383.0,18.0,59.0,7132.388888888889,0
1378,2024-05-18,Lahore,29.0,109581.0,12.0,23.0,9131.75,0
1379,2024-06-24,Karachi,40.0,92908.0,12.0,18.0,7742.333333333333,0
1380,2025-09-07,Islamabad,39.0,44597.0,7.0,151.0,6371.0,1
1381,2023-10-12,Multan,43.0,82677.0,12.0,3.0,6889.75,0
1382,2023-12-13,Islamabad,30.0,90286.0,11.0,22.0,8207.818181818182,0
1383,2025-06-15,Karachi,44.0,56933.0,8.0,10.0,7116.625,0
1384,2024-01-22,Quetta,21.0,91484.0,15.0,64.0,6098.933333333333,0
1385,2023-08-24,Lahore,21.0,24066.0,5.0,62.0,4813.2,1
1386,2024-07-14,Quetta,22.0,34056.0,6.0,115.0,5676.0,1
1387,2023-11-22,Multan,33.0,60865.0,9.0,128.0,6762.777777777777,1
1388,2025-06-09,Quetta,44.0,44846.0,6.0,108.0,7474.333333333333,1
1389,2025-06-28,Lahore,28.0,28500.0,6.0,38.0,4750.0,1
1390,2023-11-03,Lahore,29.0,49842.0,7.0,14.0,7120.285714285715,1
1391,2024-06-13,Islamabad,31.0,23300.0,5.0,59.0,4660.0,1
1392,2025-09-10,Karachi,38.0,152374.0,14.0,2.0,10883.857142857143,0
1393,2025-01-12,Karachi,29.0,39592.0,3.0,120.0,13197.333333333334,1
1394,2023-08-04,Quetta,28.0,54797.0,5.0,200.0,10959.4,1
1395,2024-08-13,Islamabad,21.0,26135.0,4.0,13.0,6533.75,1
1396,2024-09-11,Karachi,28.0,39324.0,6.0,31.0,6554.0,1
1397,2024-10-15,Karachi,44.0,49400.0,6.0,24.0,8233.333333333334,1
1398,2023-01-26,Lahore,34.0,11501.0,3.0,147.0,3833.6666666666665,1
1399,2023-10-27,Lahore,26.0,59454.0,8.0,0.0,7431.75,0
1400,2025-05-04,Lahore,44.0,90988.0,13.0,12.0,6999.076923076923,0
1401,2023-08-30,Multan,28.0,20278.0,4.0,67.0,5069.5,1
1402,2023-10-27,Islamabad,46.0,46060.0,5.0,11.0,9212.0,1
1403,2023-11-19,Karachi,46.0,40636.0,6.0,27.0,6772.666666666667,1
1404,2023-06-27,Karachi,34.0,61415.0,7.0,139.0,8773.57142857143,1
1405,2023-06-05,Islamabad,20.0,76083.0,10.0,13.0,7608.3,0
1406,2023-12-14,Multan,54.0,41968.0,8.0,42.0,5246.0,1
1407,2025-05-24,Multan,36.0,98186.0,15.0,14.0,6545.733333333334,0
1408,2023-01-02,Karachi,30.0,80854.0,7.0,22.0,11550.57142857143,0
1409,2023-10-11,Multan,42.0,37869.0,7.0,54.0,5409.857142857143,1
1410,2023-03-02,Karachi,39.0,59902.0,8.0,51.0,7487.75,0
1411,2024-07-15,Karachi,45.0,54231.0,8.0,80.0,6778.875,1
1412,2023-09-08,Multan,27.0,14372.0,4.0,69.0,3593.0,1
1413,2025-03-02,Karachi,36.0,66068.0,10.0,28.0,6606.8,0
1414,2024-08-08,Karachi,22.0,32078.0,6.0,98.0,5346.333333333333,1
1415,2025-02-22,Karachi,39.0,47600.0,6.0,36.0,7933.333333333333,1
1416,2024-09-26,Karachi,33.0,60777.0,8.0,14.0,7597.125,0
1417,2024-03-14,Karachi,36.0,59448.0,11.0,5.0,5404.363636363636,0
1418,2025-05-10,Islamabad,32.0,93980.0,10.0,65.0,9398.0,0
1419,2024-04-21,Karachi,31.0,25558.0,5.0,84.0,5111.6,1
1420,2025-08-07,Lahore,25.0,79847.0,11.0,4.0,7258.818181818182,0
1421,2025-09-21,Multan,40.0,43467.0,9.0,38.0,4829.666666666667,1
1422,2024-08-12,Karachi,46.0,16717.0,6.0,23.0,2786.1666666666665,1
1423,2024-11-05,Quetta,28.0,61881.0,7.0,50.0,8840.142857142857,0
1424,2023-09-13,Lahore,38.0,54386.0,5.0,11.0,10877.2,0
1425,2025-03-25,Karachi,37.0,42435.0,9.0,1.0,4715.0,1
1426,2024-11-02,Karachi,33.0,23061.0,3.0,42.0,7687.0,1
1427,2025-06-21,Multan,19.0,63021.0,10.0,18.0,6302.1,0
1428,2023-09-25,Lahore,21.0,70129.0,12.0,2.0,5844.083333333333,0
1429,2025-02-26,Multan,26.0,37458.0,7.0,20.0,5351.142857142857,1
1430,2024-04-15,Karachi,18.0,26745.0,3.0,54.0,8915.0,1
1431,2023-07-05,Karachi,46.0,97959.0,13.0,19.0,7535.307692307692,0
1432,2023-06-21,Karachi,36.0,34250.0,6.0,49.0,5708.333333333333,1
1433,2024-07-16,Lahore,33.0,28909.0,6.0,9.0,4818.166666666667,1
1434,2023-11-16,Karachi,18.0,56907.0,9.0,38.0,6323.0,0
1435,2023-04-12,Lahore,18.0,63637.0,5.0,63.0,12727.4,0
1436,2024-03-03,Karachi,33.0,24064.0,3.0,76.0,8021.333333333333,1
1437,2024-10-14,Islamabad,51.0,72219.0,8.0,18.0,9027.375,0
1438,2023-11-15,Karachi,27.0,27353.0,5.0,75.0,5470.6,1
1439,2025-08-13,Lahore,41.0,71270.0,6.0,4.0,11878.333333333334,0
1440,2025-02-18,Lahore,29.0,35660.0,6.0,33.0,5943.333333333333,1
1441,2024-05-27,Lahore,33.0,60144.0,10.0,12.0,6014.4,0
1442,2025-07-23,Lahore,44.0,69156.0,12.0,13.0,5763.0,0
1443,2024-03-08,Islamabad,30.0,73221.0,9.0,13.0,8135.666666666667,0
1444,2023-05-20,Lahore,27.0,39935.0,6.0,7.0,6655.833333333333,1
1445,2023-02-05,Multan,46.0,79980.0,10.0,0.0,7998.0,0
1446,2025-07-27,Lahore,33.0,67214.0,6.0,35.0,11202.333333333334,0
1447,2025-08-17,Lahore,43.0,76591.0,7.0,73.0,10941.57142857143,0
1448,2025-01-09,Multan,27.0,47964.0,7.0,86.0,6852.0,1
1449,2023-04-14,Lahore,46.0,82601.0,8.0,18.0,10325.125,0
1450,2023-10-21,Karachi,35.0,49190.0,9.0,6.0,5465.555555555556,1
1451,2023-02-11,Quetta,37.0,139420.0,11.0,43.0,12674.545454545454,0
1452,2023-02-21,Quetta,34.0,32355.0,5.0,68.0,6471.0,1
1453,2023-09-04,Islamabad,28.0,15506.0,5.0,10.0,3101.2,1
1454,2024-07-26,Lahore,33.0,57803.0,9.0,67.0,6422.555555555556,1
1455,2023-03-07,Karachi,29.0,24327.0,5.0,29.0,4865.4,1
1456,2025-09-11,Quetta,42.0,68866.0,7.0,28.0,9838.0,0
1457,2024-03-31,Quetta,31.0,77414.0,10.0,28.0,7741.4,0
1458,2023-09-21,Lahore,20.0,26047.0,7.0,45.0,3721.0,1
1459,2024-05-31,Karachi,18.0,15764.0,3.0,124.0,5254.666666666667,1
1460,2025-03-01,Karachi,18.0,45661.0,4.0,21.0,11415.25,1
1461,2023-11-09,Lahore,39.0,10769.0,3.0,57.0,3589.6666666666665,1
1462,2023-02-17,Islamabad,23.0,92212.0,9.0,32.0,10245.777777777776,0
1463,2023-02-20,Lahore,36.0,98402.0,13.0,10.0,7569.384615384615,0
1464,2025-05-01,Karachi,34.0,107111.0,12.0,9.0,8925.916666666666,0
1465,2023-04-22,Lahore,32.0,60261.0,8.0,16.0,7532.625,0
1466,2024-09-27,Karachi,37.0,82329.0,8.0,7.0,10291.125,0
1467,2024-01-20,Lahore,34.0,46706.0,8.0,0.0,5838.25,1
1468,2025-02-16,Karachi,18.0,40145.0,5.0,12.0,8029.0,1
1469,2023-03-02,Lahore,30.0,44860.0,8.0,71.0,5607.5,1
1470,2025-06-16,Quetta,37.0,56061.0,5.0,27.0,11212.2,0
1471,2024-11-29,Lahore,48.0,45499.0,6.0,66.0,7583.166666666667,1
1472,2024-03-25,Karachi,48.0,35675.0,6.0,161.0,5945.833333333333,1
1473,2023-07-27,Lahore,21.0,141933.0,13.0,5.0,10917.923076923076,0
1474,2025-09-04,Lahore,30.0,60388.0,10.0,53.0,6038.8,0
1475,2023-10-30,Lahore,19.0,31654.0,4.0,52.0,7913.5,1
1476,2024-05-05,Lahore,47.0,28297.0,5.0,77.0,5659.4,1
1477,2024-01-30,Lahore,42.0,55826.0,5.0,81.0,11165.2,1
1478,2023-08-19,Karachi,36.0,54820.0,5.0,78.0,10964.0,1
1479,2024-02-21,Islamabad,34.0,59886.0,12.0,36.0,4990.5,0
1480,2023-06-01,Lahore,45.0,49644.0,12.0,9.0,4137.0,0
1481,2023-01-02,Karachi,44.0,84107.0,12.0,5.0,7008.916666666667,0
1482,2023-10-17,Karachi,43.0,55254.0,9.0,1.0,6139.333333333333,0
1483,2023-04-23,Lahore,37.0,125271.0,10.0,25.0,12527.1,0
1484,2024-02-19,Karachi,30.0,67789.0,10.0,116.0,6778.9,0
1485,2025-05-12,Lahore,40.0,43524.0,6.0,121.0,7254.0,1
1486,2023-06-12,Lahore,40.0,17476.0,6.0,33.0,2912.6666666666665,1
1487,2023-01-02,Karachi,31.0,75490.0,8.0,22.0,9436.25,0
1488,2023-04-22,Quetta,30.0,69534.0,10.0,8.0,6953.4,0
1489,2024-05-23,Quetta,43.0,35466.0,4.0,75.0,8866.5,1
1490,2023-10-02,Quetta,48.0,68158.0,6.0,75.0,11359.666666666666,0
1491,2024-05-04,Karachi,26.0,57068.0,7.0,56.0,8152.571428571428,1
1492,2023-01-30,Lahore,31.0,75228.0,12.0,4.0,6269.0,0
1493,2023-11-30,Karachi,36.0,17304.0,2.0,41.0,8652.0,1
1494,2024-02-15,Lahore,37.0,102805.0,9.0,5.0,11422.777777777776,0
1495,2024-03-07,Lahore,28.0,88199.0,7.0,13.0,12599.857142857143,0
1496,2024-07-05,Lahore,50.0,13241.0,4.0,120.0,3310.25,1
1497,2025-02-19,Karachi,37.0,89941.0,10.0,1.0,8994.1,0
1498,2024-04-12,Karachi,38.0,53531.0,10.0,5.0,5353.1,0
1499,2025-04-21,Lahore,49.0,29195.0,7.0,48.0,4170.714285714285,1
1500,2024-06-13,Islamabad,29.0,75244.0,10.0,22.0,7524.4,0
1501,2023-09-18,Karachi,32.0,81163.0,15.0,5.0,5410.866666666667,0
1502,2023-08-18,Multan,22.0,86841.0,10.0,9.0,8684.1,0
1503,2023-11-19,Lahore,31.0,57097.0,7.0,10.0,8156.714285714285,0
1504,2024-08-20,Karachi,20.0,85738.0,10.0,25.0,8573.8,0
1505,2023-08-31,Lahore,40.0,104743.0,14.0,40.0,7481.642857142857,0
1506,2025-07-03,Karachi,37.0,127189.0,14.0,8.0,9084.92857142857,0
1507,2024-04-24,Lahore,31.0,80092.0,8.0,124.0,10011.5,0
1508,2025-05-13,Lahore,32.0,60496.0,9.0,2.0,6721.777777777777,0
1509,2024-11-14,Islamabad,40.0,64406.0,9.0,54.0,7156.222222222223,0
1510,2023-11-30,Lahore,23.0,65070.0,9.0,41.0,7230.0,0
1511,2023-08-17,Lahore,35.0,12899.0,2.0,1.0,6449.5,1
1512,2025-01-13,Quetta,39.0,56831.0,7.0,71.0,8118.714285714285,1
1513,2023-11-27,Lahore,18.0,78710.0,8.0,27.0,9838.75,0
1514,2023-09-04,Karachi,39.0,27570.0,6.0,70.0,4595.0,1
1515,2025-07-19,Karachi,18.0,73473.0,9.0,3.0,8163.666666666667,0
1516,2024-04-27,Lahore,32.0,127810.0,15.0,18.0,8520.666666666666,0
1517,2023-02-18,Karachi,23.0,86592.0,10.0,18.0,8659.2,0
1518,2024-05-09,Lahore,46.0,59308.0,10.0,26.0,5930.8,0
1519,2024-04-05,Islamabad,23.0,41746.0,3.0,133.0,13915.333333333334,1
1520,2025-05-13,Lahore,18.0,117152.0,13.0,5.0,9011.692307692309,0
1521,2024-12-12,Lahore,34.0,25346.0,5.0,42.0,5069.2,1
1522,2023-07-11,Karachi,29.0,93356.0,14.0,5.0,6668.285714285715,0
1523,2023-05-31,Multan,19.0,55006.0,6.0,19.0,9167.666666666666,1
1524,2024-08-26,Islamabad,38.0,61643.0,12.0,10.0,5136.916666666667,0
1525,2023-02-17,Quetta,18.0,3583.0,1.0,67.0,3583.0,1
1526,2023-11-16,Islamabad,24.0,67293.0,6.0,219.0,11215.5,1
1527,2023-05-19,Islamabad,28.0,67226.0,9.0,36.0,7469.555555555556,0
1528,2023-01-21,Karachi,40.0,53054.0,9.0,20.0,5894.888888888889,1
1529,2025-07-07,Multan,45.0,45272.0,8.0,2.0,5659.0,1
1530,2023-03-31,Karachi,43.0,60004.0,8.0,51.0,7500.5,0
1531,2023-01-10,Karachi,32.0,50566.0,5.0,24.0,10113.2,1
1532,2025-07-21,Islamabad,18.0,46431.0,8.0,30.0,5803.875,1
1533,2023-07-08,Karachi,37.0,80354.0,6.0,4.0,13392.333333333334,0
1534,2025-03-27,Lahore,46.0,77726.0,10.0,9.0,7772.6,0
1535,2023-02-01,Karachi,44.0,26534.0,7.0,51.0,3790.571428571429,1
1536,2023-06-03,Karachi,37.0,44491.0,7.0,32.0,6355.857142857143,1
1537,2023-04-21,Multan,22.0,29667.0,5.0,88.0,5933.4,1
1538,2024-12-07,Karachi,28.0,44070.0,6.0,21.0,7345.0,1
1539,2024-09-12,Multan,50.0,28540.0,7.0,59.0,4077.142857142857,1
1540,2024-04-20,Karachi,20.0,79015.0,12.0,27.0,6584.583333333333,0
1541,2023-08-30,Islamabad,23.0,70756.0,6.0,25.0,11792.666666666666,0
1542,2023-03-30,Lahore,41.0,59731.0,5.0,69.0,11946.2,0
1543,2024-07-23,Quetta,29.0,39522.0,4.0,118.0,9880.5,1
1544,2023-08-19,Karachi,22.0,101515.0,12.0,41.0,8459.583333333334,0
1545,2024-08-13,Lahore,47.0,51703.0,7.0,47.0,7386.142857142857,1
1546,2024-11-18,Lahore,37.0,40774.0,4.0,11.0,10193.5,1
1547,2025-04-29,Lahore,30.0,78550.0,10.0,15.0,7855.0,0
1548,2024-05-08,Karachi,23.0,51274.0,7.0,0.0,7324.857142857143,1
1549,2023-01-05,Islamabad,51.0,79264.0,11.0,33.0,7205.818181818182,0
1550,2023-10-08,Quetta,33.0,53581.0,9.0,96.0,5953.444444444444,1
1551,2025-05-03,Islamabad,46.0,84345.0,12.0,39.0,7028.75,0
1552,2024-06-17,Karachi,41.0,84589.0,10.0,68.0,8458.9,0
1553,2024-09-11,Karachi,28.0,25842.0,6.0,93.0,4307.0,1
1554,2024-04-02,Multan,28.0,44194.0,7.0,89.0,6313.428571428572,1
1555,2023-06-12,Multan,46.0,94449.0,10.0,29.0,9444.9,0
1556,2025-06-15,Lahore,46.0,22083.0,4.0,16.0,5520.75,1
1557,2025-02-11,Quetta,18.0,90474.0,9.0,86.0,10052.666666666666,0
1558,2025-09-22,Karachi,38.0,72820.0,9.0,2.0,8091.111111111111,0
1559,2025-05-05,Multan,32.0,32787.0,7.0,118.0,4683.857142857143,1
1560,2023-10-19,Quetta,24.0,53747.0,6.0,70.0,8957.833333333334,1
1561,2023-09-12,Islamabad,35.0,62499.0,12.0,7.0,5208.25,0
1562,2023-09-06,Lahore,21.0,82401.0,13.0,3.0,6338.538461538462,0
1563,2025-07-07,Karachi,29.0,48533.0,8.0,75.0,6066.625,1
1564,2024-07-10,Lahore,26.0,100922.0,11.0,19.0,9174.727272727272,0
1565,2024-03-30,Islamabad,29.0,79574.0,11.0,42.0,7234.0,0
1566,2025-08-26,Lahore,32.0,36659.0,6.0,14.0,6109.833333333333,1
1567,2024-08-26,Islamabad,24.0,49075.0,7.0,23.0,7010.714285714285,1
1568,2025-06-28,Multan,47.0,86140.0,13.0,21.0,6626.153846153846,0
1569,2025-09-11,Lahore,37.0,75771.0,10.0,18.0,7577.1,0
1570,2023-03-21,Karachi,49.0,58449.0,7.0,15.0,8349.857142857143,0
1571,2023-12-28,Islamabad,32.0,43464.0,9.0,87.0,4829.333333333333,1
1572,2025-01-04,Karachi,28.0,71468.0,11.0,2.0,6497.090909090909,0
1573,2025-03-24,Lahore,49.0,55160.0,9.0,51.0,6128.888888888889,1
1574,2023-05-29,Lahore,28.0,14193.0,5.0,24.0,2838.6,1
1575,2023-11-15,Karachi,31.0,35426.0,6.0,34.0,5904.333333333333,1
1576,2024-07-02,Islamabad,39.0,24934.0,4.0,47.0,6233.5,1
1577,2025-03-10,Karachi,22.0,15413.0,4.0,7.0,3853.25,1
1578,2023-04-23,Lahore,39.0,53219.0,11.0,86.0,4838.090909090909,1
1579,2024-08-23,Karachi,38.0,21290.0,4.0,4.0,5322.5,1
1580,2023-10-24,Karachi,44.0,80486.0,9.0,89.0,8942.888888888889,0
1581,2023-08-05,Lahore,41.0,47106.0,8.0,151.0,5888.25,1
1582,2024-05-30,Islamabad,45.0,44518.0,5.0,13.0,8903.6,1
1583,2024-02-19,Karachi,32.0,31057.0,5.0,17.0,6211.4,1
1584,2024-09-27,Karachi,25.0,68076.0,10.0,66.0,6807.6,0
1585,2023-11-14,Quetta,52.0,30376.0,6.0,44.0,5062.666666666667,1
1586,2025-04-03,Karachi,19.0,32142.0,8.0,9.0,4017.75,1
1587,2023-03-20,Islamabad,20.0,77105.0,8.0,140.0,9638.125,0
1588,2025-05-11,Lahore,38.0,54382.0,7.0,28.0,7768.857142857143,1
1589,2023-01-30,Lahore,48.0,91112.0,11.0,16.0,8282.90909090909,0
1590,2025-01-05,Lahore,35.0,14219.0,5.0,101.0,2843.8,1
1591,2023-12-13,Islamabad,42.0,42314.0,6.0,150.0,7052.333333333333,1
1592,2024-01-19,Multan,18.0,80302.0,11.0,16.0,7300.181818181818,0
1593,2023-01-20,Lahore,29.0,81374.0,10.0,11.0,8137.4,0
1594,2024-12-03,Lahore,18.0,51405.0,7.0,1.0,7343.571428571428,1
1595,2023-06-15,Karachi,40.0,57274.0,9.0,25.0,6363.777777777777,0
1596,2024-10-21,Karachi,19.0,48416.0,6.0,18.0,8069.333333333333,1
1597,2024-12-26,Islamabad,21.0,91889.0,11.0,0.0,8353.545454545454,0
1598,2025-04-25,Islamabad,38.0,62530.0,9.0,23.0,6947.777777777777,0
1599,2024-12-09,Multan,43.0,76852.0,12.0,5.0,6404.333333333333,0
1600,2023-10-29,Lahore,32.0,53050.0,7.0,43.0,7578.571428571428,1
